"id","userId","date","inTime","outTime","status","isLate","createdAt","inTime1","outTime1","inBranch1","outBranch1","inTime2","outTime2","inBranch2","outBranch2","inTime3","outTime3","inBranch3","outBranch3","inTime4","outTime4","inTime5","outTime5","info","info1","info2","info3","info4","info5"
"416","58","2026-05-15T18:30:00.000Z","2026-05-16T03:08:56.065Z","2026-05-16T15:41:41.730Z","OUT","true","2026-05-16T03:08:56.070Z","2026-05-16T03:08:56.065Z","2026-05-16T08:01:36.350Z","JNR, MOBILE","JNR, MOBILE","","","","","2026-05-16T10:15:08.752Z","2026-05-16T15:41:41.730Z","JNR, MOBILE","JNR, MOBILE","","","","","","","","","",""
"335","42","2026-05-13T18:30:00.000Z","2026-05-14T02:30:00.000Z","2026-05-14T06:59:01.939Z","IN","false","2026-05-14T05:39:06.721Z","2026-05-14T02:30:00.000Z","2026-05-14T06:59:01.939Z","","JNR","2026-05-14T07:02:29.431Z","","JNR","","","","","","","","","","","","","","",""
"338","44","2026-05-13T18:30:00.000Z","2026-05-14T01:35:04.255Z","","IN","true","2026-05-14T06:07:39.366Z","2026-05-14T01:35:04.255Z","","JAYANAGAR","LEGACY_A","","","","","","","","","","","","","Legacy DB A Import","","","","",""
"340","47","2026-05-13T18:30:00.000Z","2026-05-14T01:38:16.737Z","","IN","true","2026-05-14T06:49:32.215Z","2026-05-14T01:38:16.737Z","","JAYANAGAR","LEGACY_A","","","","","","","","","","","","","Legacy DB A Import","","","","",""
"435","66","2026-05-15T18:30:00.000Z","2026-05-16T01:50:35.311Z","","IN","false","2026-05-16T10:18:30.533Z","2026-05-16T01:50:35.311Z","","HANUMANTHNAGAR","LEGACY_B","","","","","","","","","","","","","Legacy DB B Import","","","","",""
"364","51","2026-05-14T18:30:00.000Z","2026-05-15T01:34:35.041Z","2026-05-15T02:32:29.069Z","IN","true","2026-05-15T01:34:35.045Z","2026-05-15T01:34:35.041Z","2026-05-15T02:32:29.069Z","JNR","JNR","2026-05-15T09:17:00.819Z","","JNR","","","","","","","","","","","","","","",""
"384","59","2026-05-14T18:30:00.000Z","2026-05-15T03:59:48.230Z","","IN","false","2026-05-15T04:16:17.839Z","2026-05-15T03:59:48.230Z","","HANUMANTHNAGAR","LEGACY_B","","","","","","","","","","","","","Legacy DB B Import","","","","",""
"406","41","2026-05-15T18:30:00.000Z","2026-05-16T01:24:31.749Z","2026-05-16T14:30:28.399Z","OUT","false","2026-05-16T01:24:31.756Z","2026-05-16T01:24:31.749Z","2026-05-16T07:47:54.090Z","HNM","JNR","2026-05-16T10:30:35.414Z","2026-05-16T14:30:28.399Z","JNR","JNR","","","","","","","","","","","","","",""
"363","44","2026-05-14T18:30:00.000Z","2026-05-15T01:27:11.748Z","2026-05-15T10:00:55.965Z","OUT","false","2026-05-15T01:27:11.757Z","2026-05-15T01:27:11.748Z","2026-05-15T10:00:55.965Z","JNR","JNR","","","","","","","","","","","","","","","","","",""
"392","58","2026-05-14T18:30:00.000Z","2026-05-15T01:22:26.066Z","2026-05-15T04:45:10.680Z","IN","false","2026-05-15T07:12:40.692Z","2026-05-15T01:22:26.066Z","2026-05-15T03:37:50.330Z","JAYANAGAR","JAYANAGAR","","","","","","","","","","","","","Legacy DB A Import","","","","",""
"358","60","2026-05-13T18:30:00.000Z","2026-05-14T02:02:54.534Z","","IN","true","2026-05-14T13:13:20.281Z","2026-05-14T02:02:54.534Z","","JAYANAGAR","LEGACY_A","2026-05-14T10:11:00.000Z","2026-05-14T13:30:00.000Z","","","","","","","","","","","Legacy DB A Import","","","","",""
"377","57","2026-05-14T18:30:00.000Z","2026-05-15T01:43:56.108Z","","IN","true","2026-05-15T03:44:33.472Z","2026-05-15T01:43:56.108Z","","HANUMANTHNAGAR","LEGACY_B","2026-05-15T11:09:02.357Z","2026-05-15T15:30:51.932Z","HNM","HNM","","","","","","","","","Legacy DB B Import","","","","",""
"393","45","2026-05-14T18:30:00.000Z","2026-05-15T05:35:50.774Z","","IN","true","2026-05-15T07:18:56.573Z","2026-05-15T05:35:50.774Z","","JAYANAGAR","LEGACY_A","","","","","","","","","","","","","Legacy DB A Import","","","","",""
"334","41","2026-05-13T18:30:00.000Z","2026-05-14T01:25:47.595Z","","IN","false","2026-05-14T05:37:25.696Z","2026-05-14T01:25:47.595Z","","JAYANAGAR","LEGACY_A","","","","","","","","","","","","","Legacy DB A Import","","","","",""
"355","49","2026-05-13T18:30:00.000Z","2026-05-14T11:10:53.160Z","2026-05-14T12:17:50.577Z","OUT","true","2026-05-14T11:10:53.166Z","2026-05-14T12:16:51.509Z","2026-05-14T12:17:50.577Z","JNR, MOBILE","JNR, MOBILE","","","","","","","","","","","","","","","","","",""
"366","54","2026-05-14T18:30:00.000Z","2026-05-15T02:56:17.385Z","2026-05-15T11:31:24.304Z","OUT","false","2026-05-15T02:56:17.396Z","2026-05-15T02:56:17.385Z","2026-05-15T11:31:24.304Z","JNR","JNR","","","","","","","","","","","","","","","","","",""
"352","54","2026-05-13T18:30:00.000Z","2026-05-14T03:00:23.314Z","","IN","false","2026-05-14T10:46:55.097Z","2026-05-14T03:00:23.314Z","","JAYANAGAR","LEGACY_A","","","","","","","","","","","","","Legacy DB A Import","","","","",""
"386","50","2026-05-14T18:30:00.000Z","2026-05-15T04:34:59.930Z","2026-05-15T12:17:24.724Z","OUT","true","2026-05-15T04:34:59.938Z","2026-05-15T04:34:59.930Z","2026-05-15T12:17:24.724Z","HNM","HNM","","","","","","","","","","","","","","","","","",""
"350","50","2026-05-13T18:30:00.000Z","2026-05-14T06:17:48.449Z","","IN","true","2026-05-14T10:34:43.683Z","2026-05-14T06:17:48.449Z","","JAYANAGAR","LEGACY_A","","","","","","","","","","","","","Legacy DB A Import","","","","",""
"389","49","2026-05-14T18:30:00.000Z","2026-05-15T06:57:15.176Z","2026-05-15T12:25:50.915Z","OUT","false","2026-05-15T06:57:15.183Z","2026-05-15T06:57:15.176Z","2026-05-15T12:25:50.915Z","HNM","HNM","","","","","","","","","","","","","","","","","",""
"342","48","2026-05-13T18:30:00.000Z","2026-05-14T01:30:00.000Z","2026-05-14T14:31:37.220Z","OUT","false","2026-05-14T10:28:06.217Z","2026-05-14T01:30:00.000Z","2026-05-14T05:30:00.000Z","","","2026-05-14T14:31:30.409Z","2026-05-14T14:31:37.220Z","JNR","JNR","","","","","","","","","","","","","",""
"371","41","2026-05-14T18:30:00.000Z","2026-05-15T01:33:02.976Z","","IN","true","2026-05-15T03:32:43.339Z","2026-05-15T01:33:02.976Z","","HANUMANTHNAGAR","LEGACY_B","","","","","2026-05-15T10:37:40.410Z","2026-05-15T14:34:31.132Z","HNM","HNM","","","","","Legacy DB B Import","","","","",""
"417","54","2026-05-15T18:30:00.000Z","2026-05-16T03:10:19.007Z","","IN","false","2026-05-16T03:10:19.015Z","2026-05-16T03:10:19.007Z","","JNR","","","","","","","","","","","","","","","","","","",""
"423","43","2026-05-15T18:30:00.000Z","2026-05-16T04:02:00.000Z","2026-05-16T11:00:00.000Z","OUT","true","2026-05-16T04:08:33.926Z","2026-05-16T04:02:00.000Z","2026-05-16T11:00:00.000Z","JNR","","","","","","","","","","","","","","","","","","",""
"365","48","2026-05-14T18:30:00.000Z","2026-05-15T01:36:29.752Z","2026-05-15T14:30:00.000Z","OUT","true","2026-05-15T01:36:29.756Z","2026-05-15T01:36:29.752Z","2026-05-15T05:29:42.706Z","JNR","JNR","2026-05-15T09:56:00.000Z","2026-05-15T14:30:00.000Z","JNR","","","","","","","","","","","","","","",""
"429","40","2026-05-15T18:30:00.000Z","2026-05-16T01:22:52.186Z","","IN","false","2026-05-16T06:22:20.163Z","2026-05-16T01:22:52.186Z","","HANUMANTHNAGAR","LEGACY_B","","","","","","","","","","","","","Legacy DB B Import","","","","",""
"387","53","2026-05-14T18:30:00.000Z","2026-05-15T04:30:00.000Z","","IN","true","2026-05-15T05:59:30.310Z","2026-05-15T04:30:00.000Z","","HNM","","","","","","","","","","","","","","","","","","",""
"383","43","2026-05-14T18:30:00.000Z","2026-05-15T03:55:11.636Z","2026-05-15T13:01:38.908Z","OUT","false","2026-05-15T03:55:11.646Z","2026-05-15T03:55:11.636Z","2026-05-15T13:01:38.908Z","JNR","JNR","","","","","","","","","","","","","","","","","",""
"390","66","2026-05-14T18:30:00.000Z","2026-05-15T02:30:00.000Z","2026-05-15T14:30:02.163Z","OUT","false","2026-05-15T07:04:46.431Z","2026-05-15T02:30:00.000Z","2026-05-15T14:30:02.163Z","JNR","JNR","","","","","","","","","","","","","","","","","",""
"368","63","2026-05-14T18:30:00.000Z","2026-05-15T01:26:57.476Z","","IN","false","2026-05-15T03:28:45.308Z","2026-05-15T01:26:57.476Z","","HANUMANTHNAGAR","LEGACY_B","","","","","","","","","","","","","Legacy DB B Import","","","","",""
"372","42","2026-05-14T18:30:00.000Z","2026-05-15T02:30:00.000Z","2026-05-15T14:33:13.824Z","OUT","false","2026-05-15T03:33:04.404Z","2026-05-15T02:30:00.000Z","2026-05-15T07:00:00.000Z","HNM","","2026-05-15T10:12:41.811Z","2026-05-15T14:33:13.824Z","HNM","HNM","","","","","","","","","","","","","",""
"373","52","2026-05-14T18:30:00.000Z","2026-05-15T03:31:05.477Z","","IN","true","2026-05-15T03:33:18.142Z","2026-05-15T03:31:05.477Z","","HANUMANTHNAGAR","LEGACY_B","","","","","","","","","","","","","Legacy DB B Import","","","","",""
"337","43","2026-05-13T18:30:00.000Z","2026-05-14T04:11:33.441Z","","IN","true","2026-05-14T06:04:21.443Z","2026-05-14T04:11:33.441Z","","JAYANAGAR","LEGACY_A","","","","","","","","","","","","","Legacy DB A Import","","","","",""
"381","62","2026-05-14T18:30:00.000Z","2026-05-15T01:38:10.534Z","2026-05-15T10:34:30.850Z","OUT","true","2026-05-15T03:52:51.132Z","2026-05-15T01:38:10.534Z","2026-05-15T10:34:30.850Z","HANUMANTHNAGAR","HANUMANTHNAGAR","","","","","","","","","","","","","Legacy DB B Import","","","","",""
"420","62","2026-05-15T18:30:00.000Z","2026-05-16T01:38:59.651Z","","IN","true","2026-05-16T03:42:01.451Z","2026-05-16T01:38:59.651Z","","HANUMANTHNAGAR","LEGACY_B","","","","","","","","","","","","","Legacy DB B Import","","","","",""
"367","64","2026-05-14T18:30:00.000Z","2026-05-15T00:42:08.181Z","","IN","false","2026-05-15T03:28:35.299Z","2026-05-15T00:42:08.181Z","","HANUMANTHNAGAR","LEGACY_B","2026-05-15T09:34:03.344Z","2026-05-15T14:31:06.923Z","HNM","HNM","","","","","","","","","Legacy DB B Import","","","","",""
"422","53","2026-05-15T18:30:00.000Z","2026-05-16T04:05:56.525Z","2026-05-16T14:30:42.766Z","OUT","true","2026-05-16T04:05:56.535Z","2026-05-16T04:05:56.525Z","2026-05-16T14:30:42.766Z","HNM","HNM","","","","","","","","","","","","","","","","","",""
"414","42","2026-05-15T18:30:00.000Z","2026-05-16T02:51:30.168Z","2026-05-16T15:45:09.246Z","OUT","true","2026-05-16T02:51:30.176Z","2026-05-16T02:51:30.168Z","2026-05-16T09:55:32.463Z","HNM","HNM","2026-05-16T09:55:39.614Z","2026-05-16T15:45:09.246Z","HNM","JNR","","","","","","","","","","","","","",""
"426","50","2026-05-15T18:30:00.000Z","2026-05-16T04:48:21.081Z","2026-05-16T12:15:08.677Z","OUT","true","2026-05-16T04:48:21.089Z","2026-05-16T04:48:21.081Z","2026-05-16T12:15:08.677Z","HNM","HNM","","","","","","","","","","","","","","","","","",""
"415","67","2026-05-15T18:30:00.000Z","2026-05-16T02:57:56.794Z","2026-05-16T15:26:21.996Z","OUT","true","2026-05-16T02:57:56.798Z","2026-05-16T02:57:56.794Z","2026-05-16T15:26:21.996Z","HNM","HNM","","","","","","","","","","","","","","","","","",""
"411","60","2026-05-15T18:30:00.000Z","2026-05-16T02:05:02.975Z","2026-05-16T05:44:12.885Z","OUT","true","2026-05-16T02:05:02.979Z","2026-05-16T02:05:02.975Z","2026-05-16T05:44:12.885Z","JNR","JNR","","","","","","","","","","","","","","","","","",""
"418","71","2026-05-15T18:30:00.000Z","2026-05-16T01:30:17.203Z","","IN","true","2026-05-16T03:28:36.864Z","2026-05-16T01:30:17.203Z","","JAYANAGAR","LEGACY_A","","","","","","","","","","","","","Legacy DB A Import","","","","",""
"438","55","2026-05-15T18:30:00.000Z","2026-05-16T04:30:00.000Z","2026-05-16T12:33:19.753Z","OUT","false","2026-05-16T10:45:32.529Z","2026-05-16T04:30:00.000Z","2026-05-16T12:33:19.753Z","JNR, MOBILE","JNR, MOBILE","","","","","","","","","","","","","","","","","",""
"412","51","2026-05-15T18:30:00.000Z","2026-05-16T01:30:00.000Z","2026-05-16T14:33:30.349Z","OUT","false","2026-05-16T02:46:43.481Z","2026-05-16T01:30:00.000Z","2026-05-16T02:30:00.000Z","","","2026-05-16T05:39:10.347Z","2026-05-16T14:33:30.349Z","JNR","JNR","","","","","","","","","","","","","",""
"410","44","2026-05-15T18:30:00.000Z","2026-05-16T02:03:22.890Z","2026-05-16T10:02:45.499Z","OUT","true","2026-05-16T02:03:22.899Z","2026-05-16T02:03:22.890Z","2026-05-16T10:02:45.499Z","JNR","JNR","","","","","","","","","","","","","","","","","",""
"421","59","2026-05-15T18:30:00.000Z","2026-05-16T04:00:46.223Z","2026-05-16T15:30:03.489Z","OUT","false","2026-05-16T04:00:46.233Z","2026-05-16T04:00:46.223Z","2026-05-16T15:30:03.489Z","HNM","HNM","","","","","","","","","","","","","","","","","",""
"403","64","2026-05-15T18:30:00.000Z","2026-05-16T01:14:17.813Z","2026-05-16T15:30:04.582Z","OUT","false","2026-05-16T01:14:17.818Z","2026-05-16T01:14:17.813Z","2026-05-16T07:46:14.203Z","HNM","HNM","2026-05-16T09:40:57.559Z","2026-05-16T15:30:04.582Z","HNM","HNM","","","","","","","","","","","","","",""
"407","48","2026-05-15T18:30:00.000Z","2026-05-16T01:54:11.669Z","2026-05-16T14:30:02.623Z","OUT","true","2026-05-16T01:54:11.875Z","2026-05-16T01:54:39.524Z","2026-05-16T01:54:32.793Z","JNR","JNR","2026-05-16T09:12:30.509Z","2026-05-16T14:30:02.623Z","JNR","JNR","","","","","","","","","","","","","",""
"409","57","2026-05-15T18:30:00.000Z","2026-05-16T01:56:27.675Z","2026-05-16T14:30:27.430Z","OUT","true","2026-05-16T01:56:27.679Z","2026-05-16T01:56:27.675Z","2026-05-16T03:32:58.049Z","HNM","HNM","2026-05-16T08:27:35.240Z","2026-05-16T14:30:27.430Z","HNM","HNM","","","","","","","","","","","","","",""
"442","72","2026-05-15T18:30:00.000Z","2026-05-16T09:30:00.000Z","2026-05-16T14:35:03.501Z","OUT","false","2026-05-16T11:21:41.215Z","2026-05-16T09:30:00.000Z","2026-05-16T14:35:03.501Z","JNR, MOBILE","JNR, MOBILE","","","","","","","","","","","","","","","","","",""
"427","45","2026-05-15T18:30:00.000Z","2026-05-16T05:33:16.467Z","2026-05-16T14:38:02.304Z","OUT","true","2026-05-16T05:33:16.476Z","2026-05-16T05:33:16.467Z","2026-05-16T14:38:02.304Z","JNR","JNR","","","","","","","","","","","","","","","","","",""
"441","63","2026-05-15T18:30:00.000Z","2026-05-16T11:09:11.988Z","2026-05-16T15:30:41.570Z","OUT","true","2026-05-16T11:09:11.993Z","2026-05-16T11:09:11.988Z","2026-05-16T15:30:41.570Z","HNM","HNM","","","","","","","","","","","","","","","","","",""
"450","72","2026-05-16T18:30:00.000Z","2026-05-17T03:58:03.586Z","","IN","true","2026-05-17T03:58:03.595Z","2026-05-17T03:58:03.586Z","","JNR, MOBILE","","","","","","","","","","","","","","","","","","",""
"452","51","2026-05-16T18:30:00.000Z","2026-05-17T04:35:18.926Z","2026-05-17T06:54:47.333Z","OUT","true","2026-05-17T04:35:18.933Z","2026-05-17T04:35:18.926Z","2026-05-17T06:54:47.333Z","JNR","JNR","","","","","","","","","","","","","","","","","",""
"449","59","2026-05-16T18:30:00.000Z","2026-05-17T03:40:46.994Z","2026-05-17T07:30:06.252Z","OUT","true","2026-05-17T03:40:47.001Z","2026-05-17T03:40:46.994Z","2026-05-17T07:30:06.252Z","HNM","HNM","","","","","","","","","","","","","","","","","",""
"448","64","2026-05-16T18:30:00.000Z","2026-05-17T03:31:24.505Z","2026-05-17T07:30:07.008Z","OUT","true","2026-05-17T03:31:24.510Z","2026-05-17T03:31:24.505Z","2026-05-17T07:30:07.008Z","HNM","HNM","","","","","","","","","","","","","","","","","",""
"451","57","2026-05-16T18:30:00.000Z","2026-05-17T04:20:27.871Z","2026-05-17T07:30:14.074Z","OUT","true","2026-05-17T04:20:27.881Z","2026-05-17T04:20:27.871Z","2026-05-17T07:30:14.074Z","HNM","HNM","","","","","","","","","","","","","","","","","",""
"446","63","2026-05-16T18:30:00.000Z","2026-05-17T03:25:30.850Z","2026-05-17T07:30:16.044Z","OUT","false","2026-05-17T03:25:30.862Z","2026-05-17T03:25:30.850Z","2026-05-17T07:30:16.044Z","HNM","HNM","","","","","","","","","","","","","","","","","",""
"357","55","2026-05-13T18:30:00.000Z","2026-05-14T04:55:15.181Z","","IN","true","2026-05-14T12:55:10.439Z","2026-05-14T04:55:15.181Z","","JAYANAGAR","LEGACY_A","","","","","","","","","","","","","Legacy DB A Import","","","","",""
"455","71","2026-05-17T18:30:00.000Z","2026-05-18T01:32:13.230Z","2026-05-18T08:58:36.985Z","OUT","true","2026-05-18T01:32:13.237Z","2026-05-18T01:32:13.230Z","2026-05-18T08:58:36.985Z","JNR","JNR","","","","","","","","","","","","","","","","","",""
"447","58","2026-05-16T18:30:00.000Z","2026-05-17T03:26:18.660Z","2026-05-17T08:00:25.482Z","OUT","true","2026-05-17T03:26:18.723Z","2026-05-17T03:26:18.660Z","2026-05-17T08:00:25.482Z","JNR, MOBILE","JNR, MOBILE","","","","","","","","","","","","","","","","","",""
"346","51","2026-05-13T18:30:00.000Z","2026-05-14T01:32:53.294Z","2026-05-14T02:30:38.604Z","IN","true","2026-05-14T10:30:39.126Z","2026-05-14T01:32:53.294Z","2026-05-14T02:30:38.604Z","JAYANAGAR","JAYANAGAR","2026-05-14T14:18:53.570Z","2026-05-14T14:30:18.869Z","JNR","JNR","","","","","","","","","Legacy DB A Import","","","","",""
"466","56","2026-05-17T18:30:00.000Z","2026-05-18T02:52:24.683Z","2026-05-18T15:30:09.778Z","OUT","true","2026-05-18T02:52:24.691Z","2026-05-18T02:52:24.683Z","2026-05-18T07:10:51.193Z","HNM","HNM","2026-05-18T11:29:45.334Z","2026-05-18T15:30:09.778Z","HNM","HNM","","","","","","","","","","","","","",""
"479","60","2026-05-17T18:30:00.000Z","2026-05-18T10:04:45.896Z","2026-05-18T15:30:47.848Z","OUT","true","2026-05-18T10:04:45.902Z","2026-05-18T10:04:45.896Z","2026-05-18T15:30:47.848Z","HNM","HNM","","","","","","","","","","","","","","","","","",""
"509","53","2026-05-18T18:30:00.000Z","2026-05-19T04:05:24.026Z","2026-05-19T14:39:16.865Z","OUT","true","2026-05-19T04:05:24.037Z","2026-05-19T14:39:06.488Z","2026-05-19T14:39:16.865Z","HNM","HNM","","","","","","","","","","","","","","","","","",""
"462","58","2026-05-17T18:30:00.000Z","2026-05-18T01:57:45.553Z","2026-05-18T15:36:29.830Z","OUT","true","2026-05-18T01:57:45.559Z","2026-05-18T01:57:45.553Z","2026-05-18T03:48:25.626Z","JNR, MOBILE","JNR, MOBILE","2026-05-18T05:09:14.625Z","2026-05-18T08:07:53.773Z","JNR, MOBILE","JNR, MOBILE","2026-05-18T10:19:02.493Z","2026-05-18T15:36:29.830Z","JNR, MOBILE","JNR, MOBILE","","","","","","","","","",""
"463","65","2026-05-17T18:30:00.000Z","2026-05-18T02:26:29.936Z","2026-05-18T08:34:02.814Z","IN","false","2026-05-18T02:26:29.946Z","2026-05-18T02:26:29.936Z","2026-05-18T08:34:02.814Z","HNM","HNM","2026-05-18T09:01:35.190Z","","HNM","","","","","","","","","","","","","","",""
"469","59","2026-05-17T18:30:00.000Z","2026-05-18T03:58:55.847Z","2026-05-18T09:04:16.567Z","OUT","false","2026-05-18T03:58:55.856Z","2026-05-18T03:58:55.847Z","2026-05-18T09:04:16.567Z","HNM","HNM","","","","","","","","","","","","","","","","","",""
"464","66","2026-05-17T18:30:00.000Z","2026-05-18T02:29:02.339Z","2026-05-18T09:33:30.669Z","OUT","false","2026-05-18T02:29:02.347Z","2026-05-18T02:29:02.339Z","2026-05-18T09:33:30.669Z","JNR","JNR","","","","","","","","","","","","","","","","","",""
"495","52","2026-05-18T18:30:00.000Z","2026-05-19T01:37:32.940Z","","IN","false","2026-05-19T01:37:32.948Z","2026-05-19T01:37:32.940Z","","HNM","","","","","","","","","","","","","","","","","","",""
"461","62","2026-05-17T18:30:00.000Z","2026-05-18T01:54:49.370Z","2026-05-18T10:36:17.681Z","OUT","true","2026-05-18T01:54:49.375Z","2026-05-18T01:54:49.370Z","2026-05-18T10:36:17.681Z","HNM","HNM","","","","","","","","","","","","","","","","","",""
"458","52","2026-05-17T18:30:00.000Z","2026-05-18T01:43:31.952Z","2026-05-18T11:06:23.071Z","OUT","false","2026-05-18T01:43:31.962Z","2026-05-18T01:43:31.952Z","2026-05-18T11:06:23.071Z","HNM","HNM","","","","","","","","","","","","","","","","","",""
"467","54","2026-05-17T18:30:00.000Z","2026-05-18T02:55:23.532Z","2026-05-18T11:30:46.852Z","OUT","false","2026-05-18T02:55:23.542Z","2026-05-18T02:55:23.532Z","2026-05-18T11:30:46.852Z","JNR","JNR","","","","","","","","","","","","","","","","","",""
"457","47","2026-05-17T18:30:00.000Z","2026-05-18T01:37:28.763Z","2026-05-18T11:31:39.115Z","OUT","true","2026-05-18T01:37:28.771Z","2026-05-18T01:37:28.763Z","2026-05-18T11:31:39.115Z","JNR","JNR","","","","","","","","","","","","","","","","","",""
"471","55","2026-05-17T18:30:00.000Z","2026-05-18T04:20:41.595Z","2026-05-18T12:30:26.174Z","OUT","false","2026-05-18T04:20:41.603Z","2026-05-18T04:20:41.595Z","2026-05-18T12:30:26.174Z","JNR, MOBILE","JNR, MOBILE","","","","","","","","","","","","","","","","","",""
"533","45","2026-05-18T18:30:00.000Z","2026-05-19T05:38:42.744Z","2026-05-19T14:42:10.827Z","OUT","true","2026-05-19T05:38:42.749Z","2026-05-19T05:38:42.744Z","2026-05-19T14:42:10.827Z","JNR","JNR","","","","","","","","","","","","","","","","","",""
"460","48","2026-05-17T18:30:00.000Z","2026-05-18T01:50:01.996Z","2026-05-18T14:27:13.422Z","OUT","true","2026-05-18T01:50:02.001Z","2026-05-18T01:50:01.996Z","2026-05-18T05:33:12.510Z","JNR","JNR","2026-05-18T10:00:11.355Z","2026-05-18T14:27:13.422Z","JNR","JNR","","","","","","","","","","","","","",""
"453","64","2026-05-17T18:30:00.000Z","2026-05-18T01:04:50.607Z","2026-05-18T14:31:21.217Z","OUT","false","2026-05-18T01:04:50.617Z","2026-05-18T01:04:50.607Z","2026-05-18T09:31:43.425Z","HNM","HNM","2026-05-18T14:31:06.056Z","2026-05-18T14:31:21.217Z","HNM","HNM","","","","","","","","","","","","","",""
"482","72","2026-05-17T18:30:00.000Z","2026-05-18T10:17:54.695Z","2026-05-18T14:32:03.645Z","OUT","false","2026-05-18T10:17:54.699Z","2026-05-18T10:17:54.695Z","2026-05-18T14:32:03.645Z","JNR, MOBILE","JNR, MOBILE","","","","","","","","","","","","","","","","","",""
"456","51","2026-05-17T18:30:00.000Z","2026-05-18T01:34:13.416Z","2026-05-18T14:32:58.745Z","OUT","true","2026-05-18T01:34:13.421Z","2026-05-18T01:34:13.416Z","2026-05-18T02:31:54.097Z","JNR","JNR","2026-05-18T05:37:43.776Z","2026-05-18T14:32:58.745Z","JNR","JNR","","","","","","","","","","","","","",""
"470","53","2026-05-17T18:30:00.000Z","2026-05-18T04:08:58.783Z","2026-05-18T14:33:35.814Z","OUT","true","2026-05-18T04:08:58.791Z","2026-05-18T04:08:58.783Z","2026-05-18T14:33:35.814Z","HNM","HNM","","","","","","","","","","","","","","","","","",""
"475","45","2026-05-17T18:30:00.000Z","2026-05-18T05:38:39.774Z","2026-05-18T14:43:11.227Z","OUT","true","2026-05-18T05:38:39.782Z","2026-05-18T05:38:39.774Z","2026-05-18T14:43:11.227Z","JNR","JNR","","","","","","","","","","","","","","","","","",""
"465","42","2026-05-17T18:30:00.000Z","2026-05-18T02:50:23.840Z","2026-05-18T15:10:34.362Z","OUT","true","2026-05-18T02:50:23.845Z","2026-05-18T02:50:23.840Z","2026-05-18T07:08:06.111Z","JNR","JNR","2026-05-18T10:14:33.799Z","2026-05-18T15:10:34.362Z","HNM","JNR","","","","","","","","","","","","","",""
"454","41","2026-05-17T18:30:00.000Z","2026-05-18T01:19:58.680Z","2026-05-18T15:12:22.174Z","OUT","false","2026-05-18T01:19:58.689Z","2026-05-18T01:19:58.680Z","2026-05-18T02:48:55.043Z","HNM","HNM","2026-05-18T04:28:22.437Z","2026-05-18T15:12:22.174Z","HNM","HNM","","","","","","","","","","","","","",""
"468","67","2026-05-17T18:30:00.000Z","2026-05-18T03:10:32.927Z","2026-05-18T15:25:16.818Z","OUT","true","2026-05-18T03:10:32.934Z","2026-05-18T03:10:32.927Z","2026-05-18T06:56:24.989Z","HNM, MOBILE","HNM, MOBILE","2026-05-18T10:05:55.402Z","2026-05-18T15:25:16.818Z","HNM, MOBILE","HNM, MOBILE","","","","","","","","","","","","","",""
"484","63","2026-05-17T18:30:00.000Z","2026-05-18T10:54:11.521Z","2026-05-18T15:28:50.406Z","OUT","true","2026-05-18T10:54:11.532Z","2026-05-18T10:54:11.521Z","2026-05-18T15:28:50.406Z","HNM","HNM","","","","","","","","","","","","","","","","","",""
"478","40","2026-05-17T18:30:00.000Z","2026-05-18T10:01:27.180Z","2026-05-18T15:29:40.605Z","OUT","true","2026-05-18T10:01:27.187Z","","","","","2026-05-18T10:01:27.180Z","2026-05-18T15:29:40.605Z","HNM","HNM","","","","","","","","","","","","","",""
"459","57","2026-05-17T18:30:00.000Z","2026-05-18T01:49:04.814Z","2026-05-18T15:30:05.596Z","OUT","true","2026-05-18T01:49:04.822Z","2026-05-18T01:49:04.814Z","2026-05-18T03:33:35.051Z","HNM","HNM","2026-05-18T10:57:32.693Z","2026-05-18T15:30:05.596Z","HNM","HNM","","","","","","","","","","","","","",""
"504","54","2026-05-18T18:30:00.000Z","2026-05-19T03:06:47.568Z","2026-05-19T11:30:40.205Z","OUT","false","2026-05-19T03:06:47.579Z","2026-05-19T03:06:47.568Z","2026-05-19T11:30:40.205Z","JNR","JNR","","","","","","","","","","","","","","","","","",""
"490","40","2026-05-18T18:30:00.000Z","2026-05-19T01:13:40.601Z","2026-05-19T15:38:50.155Z","OUT","false","2026-05-19T01:13:40.609Z","2026-05-19T01:13:40.601Z","2026-05-19T06:41:03.033Z","HNM","HNM","2026-05-19T09:41:52.786Z","2026-05-19T15:38:50.155Z","HNM","HNM","","","","","","","","","","","","","",""
"494","47","2026-05-18T18:30:00.000Z","2026-05-19T01:35:37.440Z","2026-05-19T11:32:33.490Z","OUT","true","2026-05-19T01:35:37.447Z","2026-05-19T01:35:37.440Z","2026-05-19T11:32:33.490Z","JNR","JNR","","","","","","","","","","","","","","","","","",""
"510","55","2026-05-18T18:30:00.000Z","2026-05-19T04:07:34.150Z","","IN","false","2026-05-19T04:07:34.156Z","2026-05-19T04:07:34.150Z","","JNR, MOBILE","","","","","","","","","","","","","","","","","","",""
"511","50","2026-05-18T18:30:00.000Z","2026-05-19T05:06:28.745Z","2026-05-19T12:08:23.660Z","OUT","true","2026-05-19T05:06:28.753Z","2026-05-19T05:06:28.745Z","2026-05-19T12:08:23.660Z","HNM","HNM","","","","","","","","","","","","","","","","","",""
