"id","content","recipientId","senderId","createdAt"
"2","You are absent without leave letter letter hence 
1. Absent cannot be adjusted towards the  accumulated leaves
2. Two days salary will be deducted and disciplinary action would be initiated for unauthorised leave.

Contact the center head as soon as possible","53","32","2026-06-03T12:27:34.111Z"
